Name,Question,Confidence,Medianconf,Questiontext,Deviation_from_median_confidence
Abhijit Banerjee,8,NA,6,"Replacing the current US health insurance system (including employer-based health insurance, ACA exchange policies, and Medicaid) with universal ‘Medicare for All’ (mandatory enrollment in a modified version of the existing traditional Medicare program with drug coverage and no cost-sharing of any form, and current Medicare reimbursement rates) funded by federal taxes would lead to improved access to healthcare for a meaningful subset of the population.",NA
Abhijit Banerjee,8,7,8,House,-1
Abhijit Banerjee,8,NA,5,Senate,NA
Abhijit Banerjee,8,7,5,If the US enacts a tax bill similar to those currently moving through the,2
Abhijit Banerjee,8,7,7,House,0
Abhijit Banerjee,8,6,5,Senate,1
Abhijit Banerjee,8,7,5,Amending the Constitution to require that the federal government end each fiscal year without a deficit would substantially reduce output variability in the United States.,2
Abhijit Banerjee,8,5,5,Amending the Constitution to require that the federal government end each fiscal year without a deficit would substantially lower the cost of borrowing for the federal government.,0
Abhijit Banerjee,8,7,7,"Insights from psychology about individual behavior – examples of which include limited rationality, low self-control, or a taste for fairness – predict several important types of observed market outcomes that fully-rational economic models do not.",0
Abhijit Banerjee,8,7,6,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.,1
Abhijit Banerjee,8,6,8,"Holding labor market institutions and job training fixed, rising use of robots and artificial intelligence is likely to increase substantially the number of workers in advanced countries who are unemployed for long periods.",-2
Abhijit Banerjee,9,NA,5,Replacing the current US health insurance system as outlined in a) would lead to longer waiting times for healthcare for a meaningful subset of the population.,NA
Abhijit Banerjee,9,7,7,Rising use of robots and artificial intelligence in advanced countries is likely to create benefits large enough that they could be used to compensate those workers who are substantially negatively affected for their lost wages.,0
Abhijit Banerjee,9,7,8,"If the Fed changed its inflation target from 2% to 4%, the long-run costs of inflation for households would be essentially unchanged.",-1
Abhijit Banerjee,9,NA,4,Raising the inflation target to 4% would make it possible for the Fed to lower rates by a greater amount in a future recession.,NA
Abhijit Banerjee,9,NA,5,"If the US reduced its fiscal deficit, then its trade deficit would also shrink.",NA
Abhijit Banerjee,9,7,9,"The US should increase spending now on roads, railways, bridges and airports (including new projects, maintenance or both).",-2
Abhijit Banerjee,9,8,7,"The advisability of increasing federal spending on roads, railways, bridges and airports is independent of whether the US also enacts tax cuts that substantially lower revenues.",1
Abhijit Banerjee,9,7,7,"Because labor markets across different sectors are connected, rising productivity in manufacturing leads the cost of labor-intensive services — such as education and health care — to rise.",0
Abhijit Banerjee,9,6,6,"Since 1980, whenever substantial growth effects have been required to make a tax reform plan revenue neutral, the actual outcome has invariably been a fall in tax revenue as a share of GDP.",0
Abhijit Banerjee,9,NA,5,The tax reform plan proposed by President Trump this week would likely pay for itself through higher economic growth.,NA
Abhijit Banerjee,9,6,6,"Implementing a ""destination based cash flow tax (including",0
Alan Auerbach,1,5,5,"Given the current state of the economy, the Federal Reserve should focus on keeping inflation low rather than trying to reduce unemployment.",0
Alan Auerbach,1,3,4,"Following the UK election result, the certainty that the country is going to leave the European Union will provide a substantial short-term boost to the UK economy.",-1
Alan Auerbach,1,5,5,border adjustment,0
Alan Auerbach,1,9,7,Implementing a “destination based cash flow tax (including,2
Alan Auerbach,1,4,6,border adjustment,-2
Alan Auerbach,1,4,6,"Forecasting the effects of complex legislative actions is hard, so even competent, non-ideological and non-partisan projections could differ substantially from outcomes.",-2
Alan Auerbach,1,3,4,"Adjusting for legal restrictions on what the CBO can assume about future legislation and events, the CBO has historically issued credible forecasts of the effects of both Democratic and Republican legislative proposals.",-1
Alan Auerbach,1,10,6,"If the US significantly lowers the number of H-1B visas now, expected US tax revenues will rise materially over the next four years.",4
Alan Auerbach,1,8,7,"If the US significantly lowers the number of H-1B visas now, employment for American workers will rise materially over the next four years.",1
Alan Auerbach,1,5,6,Providing state and local subsidies to build stadiums for professional sports teams is likely to cost the relevant taxpayers more than any local economic benefits that are generated.,-1
Alan Auerbach,1,5,7,US share prices have risen since Donald Trump’s election victory at least partly because the policies he seems poised to implement are likely to increase US after-tax corporate profits.,-2
Alan Auerbach,1,5,5,US share prices have risen since Donald Trump’s election victory at least partly because the policies he seems poised to implement are likely to increase US real GDP growth.,0
Alan Auerbach,1,5,5,The near certainty that the UK will leave the European Union’s customs union and single market in 2020 offers a sizeable export market opportunity for American business.,0
Alan Auerbach,1,3,5,The Council of Economic Advisors is likely to give the US president better policy advice if the Chair and Members of the CEA have published peer-reviewed economics research.,-2
Alan Auerbach,1,7,6,If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan,1
Alan Auerbach,1,3,4,(see link),-1
Alan Auerbach,1,10,7,If all of the “Seven actions to protect American workers” in President-elect Trump’s,3
Alan Auerbach,1,3,5,100-day plan,-2
Alan Auerbach,1,5,4,A merger of AT&T and Time Warner would likely increase consumer surplus over the ensuing decade.,1
Alan Auerbach,1,7,8,"Long run fiscal sustainability in the US will require some combination of cuts in currently promised Medicare, Medicaid and Social Security benefits and/or tax increases that include higher taxes on households with incomes below $250,000.",-1
Alan Auerbach,1,7,7,"Adding new or higher import duties on products such as air conditioners, cars, and cookies — to encourage producers to make them in the US — would be a good idea.",0
