Name,Question,Institution,gender,Confidence,Medianconf,Vote,Median,Comment,Topic,Qtext
Hans-Joachim Voth,83,University of Zurich,m,9,9,Strongly Agree,Strongly Agree,"Just look at the long-term Warren Buffett bet against managed funds -- whenever there is outperformance, fees eat them up
-see background information here",Diversified Investing,"In general, absent any inside information, an equity investor can expect to do better by holding a well-diversified, low-fee, passive index fund than by holding a few stocks."
Beatrice Weder di Mauro,83,Gutenberg University Mainz and INSEAD,f,5,9,Agree,Strongly Agree,,Diversified Investing,"In general, absent any inside information, an equity investor can expect to do better by holding a well-diversified, low-fee, passive index fund than by holding a few stocks."
Charles Wyplosz,83,The Graduate Institute Geneva,m,9,9,Strongly Agree,Strongly Agree,,Diversified Investing,"In general, absent any inside information, an equity investor can expect to do better by holding a well-diversified, low-fee, passive index fund than by holding a few stocks."
Eliana La Ferrara,83,Bocconi,f,NA,9,Did Not Answer,Strongly Agree,,Diversified Investing,"In general, absent any inside information, an equity investor can expect to do better by holding a well-diversified, low-fee, passive index fund than by holding a few stocks."
Francesco Giavazzi,83,Bocconi,m,NA,9,Did Not Answer,Strongly Agree,,Diversified Investing,"In general, absent any inside information, an equity investor can expect to do better by holding a well-diversified, low-fee, passive index fund than by holding a few stocks."
Jean-Pierre Danthine,83,Paris School of Economics,m,10,9,Strongly Agree,Strongly Agree,,Diversified Investing,"In general, absent any inside information, an equity investor can expect to do better by holding a well-diversified, low-fee, passive index fund than by holding a few stocks."
Martin Hellwig,19,Max Planck Institute for Research on Collective Goods,m,10,9,Agree,Strongly Agree,The empirical evidence is overwhelming.,Diversified Investing,"In general, absent any inside information, an equity investor can expect to do better by holding a well-diversified, low-fee, passive index fund than by holding a few stocks."
Elena Carletti,83,Bocconi,f,8,9,Agree,Strongly Agree,,Diversified Investing,"In general, absent any inside information, an equity investor can expect to do better by holding a well-diversified, low-fee, passive index fund than by holding a few stocks."
Christopher Pissarides,83,LSE,m,10,9,Strongly Agree,Strongly Agree,Even if you get it right some of the time eventually you will get it wrong,Diversified Investing,"In general, absent any inside information, an equity investor can expect to do better by holding a well-diversified, low-fee, passive index fund than by holding a few stocks."
Kevin O'Rourke,83,Oxford,m,7,9,Agree,Strongly Agree,,Diversified Investing,"In general, absent any inside information, an equity investor can expect to do better by holding a well-diversified, low-fee, passive index fund than by holding a few stocks."
Agnès Bénassy-Quéré,83,Paris School of Economics,f,9,9,Strongly Agree,Strongly Agree,,Diversified Investing,"In general, absent any inside information, an equity investor can expect to do better by holding a well-diversified, low-fee, passive index fund than by holding a few stocks."
Torsten Persson,83,Stockholm University,m,6,9,Agree,Strongly Agree,,Diversified Investing,"In general, absent any inside information, an equity investor can expect to do better by holding a well-diversified, low-fee, passive index fund than by holding a few stocks."
Fabrizio Zilibotti,83,Yale,m,9,9,Agree,Strongly Agree,,Diversified Investing,"In general, absent any inside information, an equity investor can expect to do better by holding a well-diversified, low-fee, passive index fund than by holding a few stocks."
Jan Eeckhout,83,University College London,m,10,9,Strongly Agree,Strongly Agree,,Diversified Investing,"In general, absent any inside information, an equity investor can expect to do better by holding a well-diversified, low-fee, passive index fund than by holding a few stocks."
Luigi Guiso,83,Einaudi Institute for Economics and Finance,m,8,9,Strongly Agree,Strongly Agree,"for a typical investor I strongly believe a passive, cheap index is better than a passive portfolio of a few stocks",Diversified Investing,"In general, absent any inside information, an equity investor can expect to do better by holding a well-diversified, low-fee, passive index fund than by holding a few stocks."
Nicholas Bloom,83,Stanford,m,8,9,Agree,Strongly Agree,"This is the prediction of our basic ""no free lunch principle"". All my savings are in index tracker, so i am living this view!",Diversified Investing,"In general, absent any inside information, an equity investor can expect to do better by holding a well-diversified, low-fee, passive index fund than by holding a few stocks."
Christian Leuz,83,Chicago Booth,m,9,9,Strongly Agree,Strongly Agree,"Lots of evidence. Few people consistently earn risk-adj. ret > index ret. And even then, much might be compensation for time & effort.
-see background information here",Diversified Investing,"In general, absent any inside information, an equity investor can expect to do better by holding a well-diversified, low-fee, passive index fund than by holding a few stocks."
Jan Pieter Krahnen,83,Goethe University Frankfurt,m,8,9,Strongly Agree,Strongly Agree,"A quant hedge fund may extract extra return by big data strategies, but an average guy, like myself, will likely fail with stock-picking.",Diversified Investing,"In general, absent any inside information, an equity investor can expect to do better by holding a well-diversified, low-fee, passive index fund than by holding a few stocks."
Xavier Freixas,83,Universitat Pompeu Fabra,m,NA,9,Did Not Answer,Strongly Agree,,Diversified Investing,"In general, absent any inside information, an equity investor can expect to do better by holding a well-diversified, low-fee, passive index fund than by holding a few stocks."
Paul De Grauwe,83,LSE,m,8,9,Agree,Strongly Agree,,Diversified Investing,"In general, absent any inside information, an equity investor can expect to do better by holding a well-diversified, low-fee, passive index fund than by holding a few stocks."
Botond Kőszegi,83,Central European University,m,9,9,Strongly Agree,Strongly Agree,,Diversified Investing,"In general, absent any inside information, an equity investor can expect to do better by holding a well-diversified, low-fee, passive index fund than by holding a few stocks."
Pol Antras,83,Harvard,m,9,9,Strongly Agree,Strongly Agree,Unless the investor is a risk lover,Diversified Investing,"In general, absent any inside information, an equity investor can expect to do better by holding a well-diversified, low-fee, passive index fund than by holding a few stocks."
Veronica Guerrieri,83,Chicago Booth,f,8,9,Strongly Agree,Strongly Agree,,Diversified Investing,"In general, absent any inside information, an equity investor can expect to do better by holding a well-diversified, low-fee, passive index fund than by holding a few stocks."
Peter Neary,83,Oxford,m,8,9,Strongly Agree,Strongly Agree,A small industry exists to help naive investors beat the market. It should be subject to mandatory health warnings.,Diversified Investing,"In general, absent any inside information, an equity investor can expect to do better by holding a well-diversified, low-fee, passive index fund than by holding a few stocks."
Hélène Rey,83,London Business School,f,NA,9,Did Not Answer,Strongly Agree,,Diversified Investing,"In general, absent any inside information, an equity investor can expect to do better by holding a well-diversified, low-fee, passive index fund than by holding a few stocks."
